Track:,9/16/2023,15-56-26b,RC-102-000104,EC,,,
1.33394E+17,9/16/2023,20:18:33,39.953956,-75.1651265,5.67,3.23,3.44
1.33394E+17,9/16/2023,20:18:48,39.9538569,-75.1651073,5.67,3.24,3.42
1.33394E+17,9/16/2023,20:18:51,39.9537365,-75.1651233,5.67,3.24,3.42
1.33394E+17,9/16/2023,20:18:53,39.9536459,-75.1651292,5.67,3.24,3.42
1.33394E+17,9/16/2023,20:18:57,39.9534844,-75.1651228,5.67,3.24,3.42
1.33394E+17,9/16/2023,20:19:00,39.9533912,-75.1651162,5.67,3.21,3.43
1.33394E+17,9/16/2023,20:19:04,39.9532935,-75.1651197,5.67,3.21,3.43
1.33394E+17,9/16/2023,20:19:08,39.9531997,-75.1651287,5.67,3.21,3.43
1.33394E+17,9/16/2023,20:19:13,39.9530941,-75.1651505,5.67,2.85,3.27
1.33394E+17,9/16/2023,20:19:17,39.9529796,-75.1651554,5.67,2.85,3.27
1.33394E+17,9/16/2023,20:19:20,39.9528891,-75.1651616,5.67,2.85,3.27
1.33394E+17,9/16/2023,20:19:57,39.9527936,-75.1651727,5.67,2.65,3.2
1.33394E+17,9/16/2023,20:20:01,39.9526838,-75.1651944,5.67,2.65,3.2
1.33394E+17,9/16/2023,20:20:03,39.9525859,-75.1652141,5.67,2.65,3.2
1.33394E+17,9/16/2023,20:20:05,39.9524636,-75.16524,5.67,2.65,3.2
1.33394E+17,9/16/2023,20:20:07,39.9523497,-75.165266,5.67,2.49,3.09
1.33394E+17,9/16/2023,20:20:09,39.9522375,-75.1652918,5.67,2.49,3.09
1.33394E+17,9/16/2023,20:20:11,39.9521295,-75.1653125,5.67,2.49,3.09
1.33394E+17,9/16/2023,20:20:13,39.9520271,-75.1653058,5.67,2.49,3.09
1.33394E+17,9/16/2023,20:20:15,39.9519314,-75.1652694,5.67,2.49,3.09
1.33394E+17,9/16/2023,20:20:17,39.9518556,-75.1651902,5.67,2.49,3.09
1.33394E+17,9/16/2023,20:20:19,39.9517978,-75.1650985,5.67,2.29,3
1.33394E+17,9/16/2023,20:20:24,39.9516787,-75.1650361,5.67,2.29,3
1.33394E+17,9/16/2023,20:20:27,39.9515705,-75.1650377,5.67,2.29,3
1.33394E+17,9/16/2023,20:20:32,39.9514696,-75.1650561,5.67,2.2,3.05
1.33394E+17,9/16/2023,20:20:44,39.9515122,-75.1649165,5.67,2.13,3.06
1.33394E+17,9/16/2023,20:20:48,39.9514398,-75.1650084,5.67,2.13,3.06
1.33394E+17,9/16/2023,20:20:51,39.951376,-75.1651097,5.67,2.13,3.06
1.33394E+17,9/16/2023,20:21:01,39.951313,-75.1650207,5.67,1.99,3.06
1.33394E+17,9/16/2023,20:21:08,39.9513534,-75.1649156,5.67,1.99,3.06
1.33394E+17,9/16/2023,20:21:21,39.9513437,-75.1647931,5.67,2.1,3.15
1.33394E+17,9/16/2023,20:21:27,39.9512513,-75.164707,5.67,2.1,3.15
1.33394E+17,9/16/2023,20:21:30,39.95117,-75.164629,5.67,2.1,3.15
1.33394E+17,9/16/2023,20:21:33,39.951092,-75.164563,5.67,2.32,3.36
1.33394E+17,9/16/2023,20:21:39,39.9509938,-75.1645366,5.67,2.32,3.36
1.33394E+17,9/16/2023,20:21:51,39.950915,-75.1644252,5.67,2.33,3.48
1.33394E+17,9/16/2023,20:21:53,39.9508109,-75.1643972,5.67,2.33,3.48
1.33394E+17,9/16/2023,20:21:55,39.9506646,-75.1644113,5.67,2.33,3.48
1.33394E+17,9/16/2023,20:21:57,39.950501,-75.1644631,5.67,2.33,3.48
1.33394E+17,9/16/2023,20:21:59,39.9503403,-75.1644993,5.67,2.33,3.48
1.33394E+17,9/16/2023,20:22:01,39.9501867,-75.1645127,5.67,2.33,3.48
1.33394E+17,9/16/2023,20:22:03,39.950023,-75.1645527,5.67,2.28,3.54
1.33394E+17,9/16/2023,20:22:05,39.9498698,-75.1645825,5.67,2.28,3.54
1.33394E+17,9/16/2023,20:22:07,39.949727,-75.1646106,5.67,2.28,3.54
1.33394E+17,9/16/2023,20:22:09,39.9495434,-75.1646387,5.67,2.28,3.54
1.33394E+17,9/16/2023,20:22:11,39.9493818,-75.1646091,5.67,2.28,3.54
1.33394E+17,9/16/2023,20:22:13,39.9492245,-75.1646459,5.67,2.39,3.58
1.33394E+17,9/16/2023,20:22:15,39.9490665,-75.1646824,5.67,2.39,3.58
1.33394E+17,9/16/2023,20:22:17,39.9489068,-75.1647209,5.67,2.39,3.58
1.33394E+17,9/16/2023,20:22:19,39.9488178,-75.1647543,5.67,2.39,3.58
1.33394E+17,9/16/2023,20:22:29,39.948733,-75.1647049,5.67,2.24,3.62
1.33394E+17,9/16/2023,20:22:35,39.9486307,-75.1647087,5.67,2.24,3.62
1.33394E+17,9/16/2023,20:22:43,39.9485401,-75.1646479,5.67,2.32,3.69
1.33394E+17,9/16/2023,20:22:45,39.9484297,-75.1645963,5.67,2.32,3.69
1.33394E+17,9/16/2023,20:22:47,39.9483003,-75.1646001,5.67,2.32,3.69
1.33394E+17,9/16/2023,20:22:49,39.9481647,-75.1646288,5.67,2.32,3.69
1.33394E+17,9/16/2023,20:22:51,39.9480355,-75.1646477,5.67,2.32,3.69
1.33394E+17,9/16/2023,20:22:53,39.9478874,-75.1646516,5.67,2.32,3.69
1.33394E+17,9/16/2023,20:22:55,39.9477264,-75.1646762,5.67,2.56,3.75
1.33394E+17,9/16/2023,20:22:57,39.9475401,-75.1647123,5.67,2.56,3.75
1.33394E+17,9/16/2023,20:22:59,39.9473521,-75.1647514,5.67,2.56,3.75
1.33394E+17,9/16/2023,20:23:01,39.9471611,-75.1648007,5.67,2.56,3.75
1.33394E+17,9/16/2023,20:23:03,39.9469988,-75.1648383,5.67,2.56,3.75
1.33394E+17,9/16/2023,20:23:05,39.9468926,-75.1648567,5.67,2.92,3.85
1.33394E+17,9/16/2023,20:23:07,39.9467706,-75.1648789,5.67,2.92,3.85
1.33394E+17,9/16/2023,20:23:09,39.9466696,-75.1649167,5.67,2.92,3.85
1.33394E+17,9/16/2023,20:23:11,39.946562,-75.1649271,5.67,2.92,3.85
1.33394E+17,9/16/2023,20:23:14,39.9464585,-75.1649451,5.67,2.92,3.85
1.33394E+17,9/16/2023,20:23:18,39.9463533,-75.1649718,5.67,2.9,3.85
1.33394E+17,9/16/2023,20:23:21,39.9462538,-75.1649952,5.67,2.9,3.85
1.33394E+17,9/16/2023,20:23:23,39.9461388,-75.1650219,5.67,2.9,3.85
1.33394E+17,9/16/2023,20:23:25,39.9460216,-75.1650523,5.67,2.9,3.85
1.33394E+17,9/16/2023,20:23:27,39.9458869,-75.1650771,5.67,2.9,3.85
1.33394E+17,9/16/2023,20:23:29,39.9457183,-75.1651054,5.67,2.87,3.91
1.33394E+17,9/16/2023,20:23:31,39.9455448,-75.1651529,5.67,2.87,3.91
1.33394E+17,9/16/2023,20:23:33,39.94535,-75.165193,5.67,2.87,3.91
1.33394E+17,9/16/2023,20:23:35,39.9451221,-75.1652359,5.67,2.87,3.91
1.33394E+17,9/16/2023,20:23:37,39.944892,-75.1652766,5.67,2.87,3.91
1.33394E+17,9/16/2023,20:23:39,39.944691,-75.1653134,5.67,2.87,3.91
1.33394E+17,9/16/2023,20:23:41,39.9445378,-75.165342,5.67,2.86,3.95
1.33394E+17,9/16/2023,20:23:43,39.9443895,-75.1653713,5.67,2.86,3.95
1.33394E+17,9/16/2023,20:23:45,39.9442189,-75.1654082,5.67,2.86,3.95
1.33394E+17,9/16/2023,20:23:47,39.9440599,-75.165438,5.67,2.86,3.95
1.33394E+17,9/16/2023,20:23:49,39.9439049,-75.1654652,5.67,2.86,3.95
1.33394E+17,9/16/2023,20:23:51,39.9437465,-75.1654987,5.67,2.86,3.95
1.33394E+17,9/16/2023,20:23:53,39.9435969,-75.1655291,5.67,2.74,3.96
1.33394E+17,9/16/2023,20:23:55,39.9434596,-75.1655612,5.67,2.74,3.96
1.33394E+17,9/16/2023,20:23:57,39.9433274,-75.1655867,5.67,2.74,3.96
1.33394E+17,9/16/2023,20:23:59,39.9432137,-75.1656104,5.67,2.74,3.96
1.33394E+17,9/16/2023,20:24:01,39.9430924,-75.1656403,5.67,2.74,3.96
1.33394E+17,9/16/2023,20:24:03,39.9429893,-75.1656551,5.67,2.92,3.95
1.33394E+17,9/16/2023,20:24:39,39.9428697,-75.1656421,5.67,2.85,3.9
1.33394E+17,9/16/2023,20:24:41,39.9427687,-75.1656608,5.67,2.85,3.9
1.33394E+17,9/16/2023,20:24:43,39.9426326,-75.1656907,5.67,2.85,3.9
1.33394E+17,9/16/2023,20:24:45,39.9424795,-75.1657252,5.67,2.85,3.9
1.33394E+17,9/16/2023,20:24:47,39.942318,-75.1657643,5.67,2.85,3.9
1.33394E+17,9/16/2023,20:24:49,39.9421338,-75.1658054,5.67,2.97,3.9
1.33394E+17,9/16/2023,20:24:51,39.9419459,-75.1658456,5.67,2.97,3.9
1.33394E+17,9/16/2023,20:24:53,39.9417655,-75.1658836,5.67,2.97,3.9
1.33394E+17,9/16/2023,20:24:55,39.9415817,-75.1659251,5.67,2.97,3.9
1.33394E+17,9/16/2023,20:24:57,39.9413782,-75.1659683,5.67,2.97,3.9
1.33394E+17,9/16/2023,20:24:59,39.941155,-75.1660147,5.67,3.35,3.87
1.33394E+17,9/16/2023,20:25:01,39.9409307,-75.1660618,5.67,3.35,3.87
1.33394E+17,9/16/2023,20:25:03,39.9407179,-75.1661105,5.67,3.35,3.87
1.33394E+17,9/16/2023,20:25:05,39.9405151,-75.1661612,5.67,3.35,3.87
1.33394E+17,9/16/2023,20:25:07,39.940307,-75.1662104,5.67,3.35,3.87
1.33394E+17,9/16/2023,20:25:09,39.9400971,-75.1662627,5.67,3.35,3.87
1.33394E+17,9/16/2023,20:25:11,39.9398901,-75.1663124,5.67,3.34,3.82
1.33394E+17,9/16/2023,20:25:13,39.9396701,-75.1663638,5.67,3.34,3.82
1.33394E+17,9/16/2023,20:25:15,39.9394268,-75.1664193,5.67,3.34,3.82
1.33394E+17,9/16/2023,20:25:17,39.9391799,-75.166472,5.67,3.34,3.82
1.33394E+17,9/16/2023,20:25:19,39.9389427,-75.1665225,5.67,3.34,3.82
1.33394E+17,9/16/2023,20:25:21,39.9386983,-75.1665784,5.67,3.25,3.72
1.33394E+17,9/16/2023,20:25:23,39.9384539,-75.1666297,5.67,3.25,3.72
1.33394E+17,9/16/2023,20:25:25,39.9382207,-75.1666826,5.67,3.25,3.72
1.33394E+17,9/16/2023,20:25:27,39.9380108,-75.1667304,5.67,3.25,3.72
1.33394E+17,9/16/2023,20:25:29,39.9378426,-75.1667684,5.67,3.25,3.72
1.33394E+17,9/16/2023,20:25:31,39.9377182,-75.1667994,5.67,3.25,3.72
1.33394E+17,9/16/2023,20:25:34,39.9376279,-75.1668205,5.67,3.3,3.64
1.33394E+17,9/16/2023,20:25:48,39.9375247,-75.1668348,5.67,3.13,3.5
1.33394E+17,9/16/2023,20:25:51,39.9373914,-75.1668596,5.67,3.13,3.5
1.33394E+17,9/16/2023,20:25:53,39.9372827,-75.1668814,5.67,3.13,3.5
1.33394E+17,9/16/2023,20:25:55,39.9371815,-75.1669044,5.67,3.13,3.5
1.33394E+17,9/16/2023,20:25:58,39.9370558,-75.1669335,5.67,3.13,3.5
1.33394E+17,9/16/2023,20:26:01,39.9369271,-75.1669602,5.67,3.18,3.15
1.33394E+17,9/16/2023,20:26:36,39.9368246,-75.1669395,5.67,3.11,3.11
1.33394E+17,9/16/2023,20:26:39,39.9367136,-75.1669682,5.67,3.11,3.11
1.33394E+17,9/16/2023,20:26:41,39.9365985,-75.1669971,5.67,3.11,3.11
1.33394E+17,9/16/2023,20:26:43,39.9364804,-75.1670225,5.67,3.11,3.11
1.33394E+17,9/16/2023,20:26:46,39.9363685,-75.1670525,5.67,3.06,3.06
1.33394E+17,9/16/2023,20:26:49,39.9362757,-75.1670748,5.67,3.06,3.06
1.33394E+17,9/16/2023,20:26:51,39.9361587,-75.1671012,5.67,3.06,3.06
1.33394E+17,9/16/2023,20:26:53,39.9360184,-75.1671362,5.67,3.06,3.06
1.33394E+17,9/16/2023,20:26:55,39.9358804,-75.1671707,5.67,3.06,3.06
1.33394E+17,9/16/2023,20:26:57,39.9357453,-75.1672087,5.67,3.07,3.03
1.33394E+17,9/16/2023,20:26:59,39.9356189,-75.1672453,5.67,3.07,3.03
1.33394E+17,9/16/2023,20:27:01,39.9354979,-75.1672734,5.67,3.07,3.03
1.33394E+17,9/16/2023,20:27:03,39.9353629,-75.1673044,5.67,3.07,3.03
1.33394E+17,9/16/2023,20:27:05,39.9352261,-75.1673358,5.67,3.07,3.03
1.33394E+17,9/16/2023,20:27:07,39.9350904,-75.1673654,5.67,3.07,3.03
1.33394E+17,9/16/2023,20:27:09,39.9349626,-75.1673932,5.67,2.92,2.95
1.33394E+17,9/16/2023,20:27:12,39.9348634,-75.1674123,5.67,2.92,2.95
1.33394E+17,9/16/2023,20:27:18,39.9347515,-75.1674272,5.67,2.92,2.95
1.33394E+17,9/16/2023,20:27:20,39.9346436,-75.167452,5.67,2.6,2.87
1.33394E+17,9/16/2023,20:27:22,39.9345022,-75.1674837,5.67,2.6,2.87
1.33394E+17,9/16/2023,20:27:24,39.9343549,-75.1675194,5.67,2.6,2.87
1.33394E+17,9/16/2023,20:27:26,39.9342017,-75.167557,5.67,2.6,2.87
1.33394E+17,9/16/2023,20:27:28,39.9340338,-75.1675924,5.67,2.6,2.87
1.33394E+17,9/16/2023,20:27:30,39.9338635,-75.1676273,5.67,2.6,2.87
1.33394E+17,9/16/2023,20:27:32,39.9337019,-75.1676629,5.67,2.55,2.7
1.33394E+17,9/16/2023,20:27:34,39.9335498,-75.1676942,5.67,2.55,2.7
1.33394E+17,9/16/2023,20:27:36,39.9334058,-75.167727,5.67,2.55,2.7
1.33394E+17,9/16/2023,20:27:38,39.9332963,-75.1677564,5.67,2.55,2.7
1.33394E+17,9/16/2023,20:27:41,39.9331885,-75.1677866,5.67,2.55,2.7
1.33394E+17,9/16/2023,20:28:08,39.933104,-75.1678316,5.67,2.6,2.71
1.33394E+17,9/16/2023,20:28:11,39.9329536,-75.1678634,5.67,2.6,2.71
1.33394E+17,9/16/2023,20:28:13,39.9328057,-75.1678936,5.67,2.6,2.71
1.33394E+17,9/16/2023,20:28:15,39.9326345,-75.1679307,5.67,2.6,2.71
1.33394E+17,9/16/2023,20:28:17,39.9324651,-75.1679696,5.67,2.6,2.71
1.33394E+17,9/16/2023,20:28:19,39.9323052,-75.1680039,5.67,2.49,2.73
1.33394E+17,9/16/2023,20:28:21,39.932149,-75.1680253,5.67,2.49,2.73
1.33394E+17,9/16/2023,20:28:23,39.9319991,-75.1680404,5.67,2.49,2.73
1.33394E+17,9/16/2023,20:28:25,39.9319069,-75.1680564,5.67,2.49,2.73
1.33394E+17,9/16/2023,20:28:37,39.9317881,-75.1680623,5.67,2.67,2.82
1.33394E+17,9/16/2023,20:28:39,39.9317088,-75.1680048,5.67,2.67,2.82
1.33394E+17,9/16/2023,20:28:41,39.9316699,-75.1678896,5.67,2.67,2.82
1.33394E+17,9/16/2023,20:28:43,39.931647,-75.1677286,5.67,2.67,2.82
1.33394E+17,9/16/2023,20:28:45,39.9316231,-75.1675477,5.67,2.67,2.82
1.33394E+17,9/16/2023,20:28:47,39.9316026,-75.1673694,5.67,2.64,2.87
1.33394E+17,9/16/2023,20:28:49,39.931586,-75.1672429,5.67,2.64,2.87
1.33394E+17,9/16/2023,20:28:53,39.9315688,-75.1671001,5.67,2.64,2.87
1.33394E+17,9/16/2023,20:28:55,39.9315546,-75.166978,5.67,2.64,2.87
1.33394E+17,9/16/2023,20:28:57,39.9315379,-75.1668274,5.67,2.64,2.83
1.33394E+17,9/16/2023,20:28:59,39.9315176,-75.1666684,5.67,2.64,2.83
1.33394E+17,9/16/2023,20:29:01,39.931501,-75.166528,5.67,2.64,2.83
1.33394E+17,9/16/2023,20:29:03,39.9314855,-75.1663982,5.67,2.64,2.83
1.33394E+17,9/16/2023,20:29:06,39.9314664,-75.1662462,5.67,2.64,2.83
1.33394E+17,9/16/2023,20:29:10,39.931447,-75.1661174,5.67,2.47,2.86
1.33394E+17,9/16/2023,20:29:14,39.9314267,-75.1659627,5.67,2.47,2.86
1.33394E+17,9/16/2023,20:29:16,39.9314082,-75.1658161,5.67,2.47,2.86
1.33394E+17,9/16/2023,20:29:18,39.931385,-75.1656438,5.67,2.47,2.86
1.33394E+17,9/16/2023,20:29:20,39.9313606,-75.1654546,5.67,2.37,2.89
1.33394E+17,9/16/2023,20:29:22,39.9313358,-75.1652556,5.67,2.37,2.89
1.33394E+17,9/16/2023,20:29:24,39.9313127,-75.1650625,5.67,2.37,2.89
1.33394E+17,9/16/2023,20:29:26,39.9312917,-75.1648826,5.67,2.37,2.89
1.33394E+17,9/16/2023,20:29:28,39.9312718,-75.1647281,5.67,2.37,2.89
1.33394E+17,9/16/2023,20:29:31,39.9312509,-75.1645697,5.67,2.46,2.96
1.33394E+17,9/16/2023,20:29:36,39.9312062,-75.1644544,5.67,2.46,2.96
1.33394E+17,9/16/2023,20:29:39,39.9310795,-75.1644449,5.67,2.46,2.96
1.33394E+17,9/16/2023,20:29:42,39.9309583,-75.1644695,5.67,2.35,3
1.33394E+17,9/16/2023,20:29:43,39.9308232,-75.1645032,5.67,2.35,3
1.33394E+17,9/16/2023,20:29:45,39.9306807,-75.1645333,5.67,2.35,3
1.33394E+17,9/16/2023,20:29:47,39.9305406,-75.164564,5.67,2.35,3
1.33394E+17,9/16/2023,20:29:49,39.9303923,-75.1645945,5.67,2.35,3
1.33394E+17,9/16/2023,20:29:51,39.9302506,-75.1646248,5.67,2.35,3
1.33394E+17,9/16/2023,20:29:53,39.9301474,-75.1646501,5.67,2.27,2.96
1.33394E+17,9/16/2023,20:29:58,39.9300492,-75.1646748,5.67,2.27,2.96
1.33394E+17,9/16/2023,20:30:01,39.9299218,-75.1647036,5.67,2.27,2.96
1.33394E+17,9/16/2023,20:30:04,39.9298041,-75.1647278,5.67,2.26,3.33
1.33394E+17,9/16/2023,20:30:08,39.9297144,-75.1647647,5.67,2.26,3.33
